Lemma	SF	Analysis	Segmentation	Freq
kulkeeko	kulkeeko	kulkea_V-SG3-kO_CLI	kulke-e-ko	1
kulkuyhteydestä	kulkuyhteydestä	kulku_N-yhteys_N-ELA	kulku-yhteyde-stä	1
kultamitali	kultamitali	kulta_N-mitali_N	kulta-mitali	1
kultamitaliehdokas	kultamitaliehdokas	kulta_N-mitali_N-ehdokas_N	kulta-mitali-ehdokas	1
kulttuuriharrastus	kulttuuriharrastus	kulturi_N-harasta_V-DVUS	kulturi-harast-us	1
kulttuuriseltakin	kulttuuriseltakin	kulturinen_A-ABL-kin_CLI	kulturise-lta-kin	1
kulttuuritajunnassa	kulttuuritajunnassa	kulturi_N-tajunta_N-INE	kulturi-tajuna-sa	1
kuluneelle	kuluneelle	kulua_V-PCP2-AL	kulu-ne-le	1
kuluttajahintaindeksistä	kuluttajahintaindeksistä	kulua_V-DVTA-DVJA-hinta_N-indeksi_N-DNINEN-PTV	kulu-ta-ja-hinta-indeks-is-tä	1
kuluttajaliitosta	kuluttajaliitosta	kulua_V-DVTA-DVJA-lito_N-ELA	kulu-ta-ja-lito-sta	1
kummasteli	kummasteli	kumastela_V-PAST	kumastel-i	1
kumoutuu	kumoutuu	kumoutua_V-SG3	kumoutu-u	1
kumppanillanne	kumppanillanne	kumpani_N-ADE-2PL	kumpani-la-ne	1
kunniamaininnasta	kunniamaininnasta	kunia_N-mainita_V-DVNTA-ELA	kunia-maini-na-sta	1
kunnianarvoisalle	kunnianarvoisalle	kunia_N-GEN-arvoisa_A-AL	kunia-n-arvoisa-le	1
kunniaplakaatteja	kunniaplakaatteja	kunia_N-plakati_N-PL-PTV	kunia-plakate-j-a	1
kuntarajalla	kuntarajalla	kunta_N-raja_N-ADE	kunta-raja-la	1
kuolla	kuolla	kuola_V-PS	kuol-la	1
kuollutkin	kuollutkin	kuola_V-PSPCP2-PL-kin_CLI	kuol-lu-t-kin	1
kuoppasi	kuoppasi	kuopa_N-2SG-kuopata_V-PAST	kuopa-si-kuopas-i	1
kuppiin	kuppiin	kupa_N-PL-ILL-kupi_N	kup-i-in-kupi	1
kurdipakolaisesta	kurdipakolaisesta	kurdi_N-pakolainen_N-ELA	kurdi-pakolaise-sta	1
kuriositeettia	kuriositeettia	kuriositeti_N-PTV	kuriositeti-a	1
kurjalisto	kurjalisto	kurjalisto_N	kurjalisto	1
kustannussäästönä	kustannussäästönä	kustanta_V-DVUS-sästö_N-ES	kustan-us-sästö-nä	1
kustannusvirkailijana	kustannusvirkailijana	kustanta_V-DVUS-virkailija_N-ES	kustan-us-virkailija-na	1
kuuletteko	kuuletteko	kula_V-PL2-kO_CLI	kule-te-ko	1
kuullulla	kuullulla	kula_V-PSPCP2-ADE	kul-lu-la	1
kuuloaistimuksen	kuuloaistimuksen	kulo_N-aistimus_N-GEN	kulo-aistimukse-n	1
kuunkiertoon	kuunkiertoon	ku_N-GEN-kierto_N-ILL	ku-n-kierto-on	1
kuuntelisi	kuuntelisi	kunela_V-COND	kuntel-isi	1
kuurille	kuurille	kura_N-PL-AL-kuri_N	kur-i-le-kuri	1
kuusinkertaiset	kuusinkertaiset	kusi_N-PL-INS-kertainen_A-PL	kus-i-n-kertaise-t	1
kuusituntinen	kuusituntinen	kusi_N-tuntinen_A/N	kusi-tuntinen	1
kuvakudoksissa	kuvakudoksissa	kuva_N-kudos_N-PL-INE	kuva-kudoks-i-sa	1
kuvana	kuvana	kuva_N-ES	kuva-na	1
kuvistaan	kuvistaan	kuva_N-PL-ELA-3SGPL	kuv-i-sta-an	1
kylmenevässä	kylmenevässä	kylmetä_V-PCP1-INE	kylmene-vä-sä	1
kylpyhuoneesta	kylpyhuoneesta	kylpy_N-huone_N-ELA	kylpy-huone-sta	1
kymmenien	kymmenien	kymenen_NUM-PL-GEN	kymen-i-en	1
kyproksessa	kyproksessa	kypros_N-INE	kyprokse-sa	1
kysyisivät	kysyisivät	kysyä_V-COND-PL3	kysy-isi-vät	1
kyyhöttävän	kyyhöttävän	kyhötä_V-PCP1-GEN	kyhötä-vä-n	1
kyyhöttävää	kyyhöttävää	kyhötä_V-PCP1-PTV	kyhötä-vä-ä	1
kyyjärveltä	kyyjärveltä	ky_N-järvi_N-ABL	ky-järve-ltä	1
kyynpuremapotilaita	kyynpuremapotilaita	ky_N-GEN-pura_V-DVMA-potilas_N-PL-PTV	ky-n-pure-ma-potila-i-ta	1
kännykkämies	kännykkämies	känykä_N-mies_N	känykä-mies	1
kärkiheittäjien	kärkiheittäjien	kärki_N-heitä_V-DVJA-PL-GEN	kärki-heitä-j-i-en	1
käsisäätöä	käsisäätöä	käsi_N-sätö_N-PTV	käsi-sätö-ä	1
käsitettiin	käsitettiin	käsitä_V-PS-PAST-PE4	käsite-t-i-in	1
käsityöllisin	käsityöllisin	käsi_N-työ_N-DNLINEN-PL-INS	käsi-työ-lis-i-n	1
käynnistetäänkö	käynnistetäänkö	käynistä_V-PS-PE4-kO_CLI	käyniste-tä-än-kö	1
käyttöautoja	käyttöautoja	käytö_N-auto_N-PL-PTV	käytö-auto-j-a	1
käyttövaatteiden	käyttövaatteiden	käytö_N-vate_N-PL-GEN	käytö-vate-i-den	1
käytännöllisyyttä	käytännöllisyyttä	käytäntö_N-DNLINEN-DAUS-PTV	käytänö-lis-yt-tä	1
käytönkin	käytönkin	käytö_N-GEN-kin_CLI	käytö-n-kin	1
käytösrangaistuksen	käytösrangaistuksen	käytös_N-rangaistus_N-GEN	käytös-rangaistukse-n	1
könttäsummalla	könttäsummalla	köntä_N-suma_N-ADE	köntä-suma-la	1
kööriä	kööriä	köri_N-PTV	köri-ä	1
laadunparannuksen	laadunparannuksen	latu_N-GEN-parata_V-DVNTA-DVUS	ladu-n-para-n-ukse	1
laatijaksi	laatijaksi	latia_V-DVJA-TRA	lati-ja-ksi	1
laboratorioinsinööri	laboratorioinsinööri	laboratorio_N-insinöri_N	laboratorio-insinöri	1
laboratoriokulut	laboratoriokulut	laboratorio_N-kulku_N-PL	laboratorio-kulu-t	1
lahkeitten	lahkeitten	lahje_N-PL-GEN	lahke-i-ten	1
laihempia	laihempia	laiha_A-CMP-PL-PTV	laihe-mp-i-a	1
lainattuihin	lainattuihin	lainata_V-PSPCP2-PL-ILL	laina-tu-i-hin	1
lainmuutokset	lainmuutokset	laki_N-PL-INS-mutos_N-PL-laki_N	la-i-n-mutokse-t-lai	1
laiturinnokassa	laiturinnokassa	laituri_N-GEN-noka_N-INE	laituri-n-noka-sa	1
laivaväylät	laivaväylät	laiva_N-väylä_N-PL	laiva-väylä-t	1
lajistollista	lajistollista	lajisto_N-DNLINEN-PTV	lajisto-lis-ta	1
lakkaamattomat	lakkaamattomat	lakata_V-DVMATON-PL	laka-matoma-t	1
lakkautusuhkaa	lakkautusuhkaa	lakauta_V-DVUS-uhka_N-PTV	lakaut-us-uhka-a	1
lamakausina	lamakausina	lama_N-kausi_N-PL-ES	lama-kaus-i-na	1
langetettujen	langetettujen	langeta_V-PSPCP2-PL-GEN	langete-tu-j-en	1
lappeenranta	lappeenranta	lape_N-GEN-ranta_N-lapenranta_N	lape-n-ranta-lapenranta	1
lapsuusmuistot	lapsuusmuistot	lapsus_N-muisto_N-PL	lapsus-muisto-t	1
lasitie	lasitie	lasi_N-tie_N	lasi-tie	1
laskijoiden	laskijoiden	laskea_V-DVJO-PL-GEN	laski-jo-i-den	1
laskoksiin	laskoksiin	laskos_N-PL-ILL	laskoks-i-in	1
laskosten	laskosten	laskos_N-PL-GEN	laskos-t-en	1
lastenhuollosta	lastenhuollosta	lapsi_N-PL-GEN-huolto_N-ELA	las-t-en-huolo-sta	1
lastenteatteri	lastenteatteri	lapsi_N-PL-GEN-teateri_N	las-t-en-teateri	1
latteat	latteat	latea_A-PL	latea-t	1
lattiakaivo	lattiakaivo	latia_N-kaivo_N	latia-kaivo	1
lattialämmityksestä	lattialämmityksestä	latia_N-lämitä_V-DVTA-DVUS-ELA	latia-lämi-t-ykse-stä	1
latuihin	latuihin	latu_N-PL-ILL	latu-i-hin	1
laude	laude	laude_N	laude	1
laukkaamaan	laukkaamaan	laukata_V-DVMA-ILL	lauka-ma-an	1
laulattaako	laulattaako	laula_V-DVTA-INF1-kO_CLI	laula-ta-a-ko	1
lauluhetket	lauluhetket	laulu_N-hetki_N-PL	laulu-hetke-t	1
laulunsanoja	laulunsanoja	laulu_N-GEN-sana_N-PL-PTV	laulu-n-sano-j-a	1
lauteitten	lauteitten	laude_N-PL-GEN	laute-i-ten	1
lehterin	lehterin	lehteri_N-GEN	lehteri-n	1
lehtikeli	lehtikeli	lehti_N-keli_N	lehti-keli	1
leikkausmäärien	leikkausmäärien	leikata_V-DVUS-märi_N-PL-GEN	leika-us-mär-i-en	1
leikkaussaliin	leikkaussaliin	leikata_V-DVUS-sali_N-ILL	leika-us-sali-in	1
leikkauttamaan	leikkauttamaan	leikauta_V-DVMA-ILL	leikauta-ma-an	1
leikkautunut	leikkautunut	leikauta_V-DVU-PCP2	leikaut-u-nut	1
leirijakoa	leirijakoa	leiri_N-jako_N-PTV	leiri-jako-a	1
leiriydymme	leiriydymme	leiriytyä_V-PL1	leiriydy-me	1
leniniläinen	leniniläinen	lenin_N-DNLAINEN	lenini-läinen	1
leppoisilla	leppoisilla	lepoisa_A-PL-ADE	lepois-i-la	1
leppoisuuden	leppoisuuden	lepoisa_A-DAUS-GEN	lepois-ude-n	1
letkautus	letkautus	letkauta_V-DVUS	letkaut-us	1
lettiä	lettiä	leti_N-PTV	leti-ä	1
leukemiatapaukset	leukemiatapaukset	leukemia_N-tavata_V-DVUS-PL	leukemia-tapa-ukse-t	1
leveähartiainen	leveähartiainen	leveä_A-hartiainen_A	leveä-hartiainen	1
levälajistoon	levälajistoon	levä_N-lajisto_N-ILL	levä-lajisto-on	1
liberaalipuolueella	liberaalipuolueella	liberali_A-puolue_N-ADE	liberali-puolue-la	1
lihallisesta	lihallisesta	liha_N-DNLINEN-ELA	liha-lise-sta	1
lihotuskuuri	lihotuskuuri	lihoa_V-DVTA-DVUS-kuri_N	liho-t-us-kuri	1
liigavoiton	liigavoiton	liga_N-voi_N-DNTON	liga-voi-ton	1
liikenneruuhkassa	liikenneruuhkassa	likene_N-ruhka_N-INE	likene-ruhka-sa	1
liikenneväylien	liikenneväylien	likene_N-väylä_N-PL-GEN	likene-väyl-i-en	1
liikuntajohtajaksi	liikuntajohtajaksi	likua_V-DVNTA-johta_V-DVJA-TRA	liku-nta-johta-ja-ksi	1
liikuntavammaisille	liikuntavammaisille	likua_V-DVNTA-vamainen_A/N-PL-AL	liku-nta-vamais-i-le	1
liikuntavammojen	liikuntavammojen	likua_V-DVNTA-vama_N-PL-GEN	liku-nta-vamo-j-en	1
liiterille	liiterille	literi_N-AL	literi-le	1
liittoutunut	liittoutunut	litoutua_V-PCP2	litoutu-nut	1
liittovaltioiden	liittovaltioiden	lito_N-valtio_N-PL-GEN	lito-valtio-i-den	1
likaajana	likaajana	liata_V-DVJA-ES	lika-ja-na	1
linjaautoksi	linjaautoksi	linja_N-auto_N-TRA	linja-auto-ksi	1
linssille	linssille	linsi_N-AL	linsi-le	1
lintulajistostaan	lintulajistostaan	lintu_N-lajisto_N-ELA-3SGPL	lintu-lajisto-sta-an	1
lipunhinnan	lipunhinnan	lipu_N-GEN-hinta_N	lipu-n-hina	1
listautuminen	listautuminen	listautua_V-DVMINEN	listautu-minen	1
lisäaineiksi	lisäaineiksi	lisä_N-aine_N-PL-TRA	lisä-aine-i-ksi	1
lisäjuttuja	lisäjuttuja	lisä_N-jutu_N-PL-PTV	lisä-jutu-j-a	1
lisävesiä	lisävesiä	lisä_N-vesi_N-PL-PTV	lisä-ves-i-ä	1
lobotomialeikkaukseen	lobotomialeikkaukseen	lobotomia_N-leikata_V-DVUS-ILL	lobotomia-leika-ukse-en	1
lohkona	lohkona	lohko_N-ES	lohko-na	1
loiskis	loiskis	loiskia_V-s_CLI-loiskis	loiski-s-loiskis	1
loiskiva	loiskiva	loiskia_V-PCP1	loiski-va	1
loiskivat	loiskivat	loiskia_V-PCP1-PL	loiski-va-t	1
lokomosta	lokomosta	lokomo_N-ELA	lokomo-sta	1
lomarakennusta	lomarakennusta	loma_N-rakenta_V-DVUS-PTV	loma-raken-us-ta	1
lomituksen	lomituksen	lomita_V-DVUS-GEN	lomit-ukse-n	1
lomitustehtäviä	lomitustehtäviä	lomita_V-DVUS-tehtävä_N-PL-PTV	lomit-us-tehtäv-i-ä	1
lonkkamurtuman	lonkkamurtuman	lonka_N-murtuma_N-GEN	lonka-murtuma-n	1
loppukiireessä	loppukiireessä	lopu_N-kire_A-INE	lopu-kire-sä	1
lopputuloksissa	lopputuloksissa	lopu_N-tulos_N-PL-INE	lopu-tuloks-i-sa	1
loukkuun	loukkuun	louku_N-ILL	louku-un	1
loukuilla	loukuilla	louku_N-PL-ADE	louku-i-la	1
luentotenttejä	luentotenttejä	luento_N-tenti_N-PL-PTV	luento-tente-j-ä	1
luettavaksi	luettavaksi	lukea_V-PS-PCP1-TRA-lueta_V	lue-ta-va-ksi-lueta	1
lukemalta	lukemalta	lukea_V-DVMA-ABL-lukema_N	luke-ma-lta-lukema	1
lukiolaisen	lukiolaisen	lukiolainen_N-GEN	lukiolaise-n	1
lukuiloa	lukuiloa	luku_N-ilo_N-PTV	luku-ilo-a	1
lumikko	lumikko	lumiko_N	lumiko	1
lumikonkatu	lumikonkatu	lumiko_N-GEN-katu_N	lumiko-n-katu	1
luokkakokouksemme	luokkakokouksemme	luoka_N-kokous_N-1PL	luoka-kokoukse-me	1
luokkataistelu	luokkataistelu	luoka_N-taistela_V-DVU	luoka-taistel-u	1
luomisvoiman	luomisvoiman	luoda_V-DVMINEN-voima_N-GEN	luo-mis-voima-n	1
luonnehdittava	luonnehdittava	luonehtia_V-PS-PCP1	luonehdi-ta-va	1
luonnonominaisuuksien	luonnonominaisuuksien	luonto_N-GEN-ominainen_A-DAUS-PL-GEN	luono-n-ominais-uks-i-en	1
luonnosmainen	luonnosmainen	luonos_N-DNMAINEN	luonos-mainen	1
luontotyypin	luontotyypin	luonto_N-typi_N-GEN	luonto-typi-n	1
luottotappioille	luottotappioille	luoto_N-tapio_N-PL-AL	luoto-tapio-i-le	1
luulevan	luulevan	lula_V-PCP1-GEN	lule-va-n	1
luutuneita	luutuneita	lutua_V-PCP2-PL-PTV	lutu-ne-i-ta	1
luutunut	luutunut	lutua_V-PCP2	lutu-nut	1
luvattaisiin	luvattaisiin	luvata_V-PS-COND-PE4	luva-ta-isi-in	1
lyhtypylväissä	lyhtypylväissä	lyhty_N-pylväs_N-PL-INE	lyhty-pylvä-i-sä	1
lähdeverojen	lähdeverojen	lähde_N-vero_N-PL-GEN	lähde-vero-j-en	1
lähentymisehdoista	lähentymisehdoista	lähentyä_V-DVMINEN-ehto_N-PL-ELA	lähenty-mis-ehdo-i-sta	1
lähestyttävän	lähestyttävän	lähestyä_V-DVTA-PCP1-GEN	lähesty-tä-vä-n	1
lähialueitten	lähialueitten	lähialue_N-PL-GEN	lähialue-i-ten	1
lähialueyhteistyövaroin	lähialueyhteistyövaroin	lähialue_N-yhteinen_A-työ_N-vara_N-PL-INS	lähialue-yhteis-työ-varo-i-n	1
lähitaloille	lähitaloille	lähitalo_N-PL-AL	lähitalo-i-le	1
lähitaloista	lähitaloista	lähitalo_N-PL-ELA-lähitaloinen_A-PTV	lähitalo-i-sta-lähitalois-ta	1
lämmitin	lämmitin	lämitä_V-DVTA-PAST-SG1-lämitin_N	lämi-t-i-n-lämitin	1
lämäämän	lämäämän	lämätä_V-DVMA-GEN	lämä-mä-n	1
lämäämään	lämäämään	lämätä_V-DVMA-ILL	lämä-mä-än	1
länsiafrikassa	länsiafrikassa	länsi_N-afrika_N-INE	länsi-afrika-sa	1
länsimäessä	länsimäessä	länsi_N-mäki_N-INE	länsi-mäe-sä	1
länsisuuntaan	länsisuuntaan	länsi_N-sunta_N-ILL	länsi-sunta-an	1
lääketieteen	lääketieteen	läke_N-tiede_N-GEN	läke-tiete-n	1
lääkärihelikopterien	lääkärihelikopterien	läkäri_N-helikopteri_N-PL-GEN	läkäri-helikopter-i-en	1
läänikohtaiset	läänikohtaiset	läni_N-kohtainen_A-PL	läni-kohtaise-t	1
löytäneensä	löytäneensä	löytä_V-PCP2-3SGPL_nsA	löytä-ne-nsä	1
maahantunkeutumista	maahantunkeutumista	ma_N-ILL-tunkeutuminen_N-PTV	ma-han-tunkeutumis-ta	1
maailmanstandardiksi	maailmanstandardiksi	ma_N-ilma_N-GEN-standardi_N-TRA	ma-ilma-n-standardi-ksi	1
maalaako	maalaako	malata_V-kO_CLI	mala-ko	1
maalisvaaleihin	maalisvaaleihin	malinen_A-vali_N-PL-ILL	malis-vale-i-hin	1
maanantaiiltainen	maanantaiiltainen	manantai_N-iltainen_A	manantai-iltainen	1
maanpäällisille	maanpäällisille	ma_N-GEN-pä_N-DNLINEN-PL-AL	ma-n-pä-lis-i-le	1
maanpäällisillä	maanpäällisillä	ma_N-GEN-pä_N-DNLINEN-PL-ADE	ma-n-pä-lis-i-lä	1
maastamuuttajan	maastamuuttajan	ma_N-ELA-mutaja_N-GEN	ma-sta-mutaja-n	1
maatalousopistojen	maatalousopistojen	ma_N-talous_N-opisto_N-PL-GEN	ma-talous-opisto-j-en	1
maataloustyöntekijät	maataloustyöntekijät	ma_N-talous_N-työ_N-GEN-tekijä_N-PL	ma-talous-työ-n-tekijä-t	1
madlehti	madlehti	mad-lehti_N	mad-lehti	1
madonnamaisesti	madonnamaisesti	madona_N-DNMAINEN-MAN	madona-maise-sti	1
madonnassa	madonnassa	madona_N-INE	madona-sa	1
maestrolle	maestrolle	maestro_N-AL	maestro-le	1
maidontuotantokykyä	maidontuotantokykyä	maito_N-GEN-tuotanto_N-kyky_N-PTV	maido-n-tuotanto-kyky-ä	1
mainostauluilla	mainostauluilla	mainos_N-taulu_N-PL-ADE	mainos-taulu-i-la	1
maisemakuviin	maisemakuviin	maisema_N-kuva_N-PL-ILL	maisema-kuv-i-in	1
maitojunan	maitojunan	maito_N-juna_N-GEN	maito-juna-n	1
maksunsaantijärjestyksestä	maksunsaantijärjestyksestä	maksu_N-GEN-sada_V-DVNTI-järjestä_V-DVUS-ELA	maksu-n-sa-nti-järjest-ykse-stä	1
maksuosuusremontin	maksuosuusremontin	maksu_N-osus_N-remonti_N-GEN	maksu-osus-remonti-n	1
manchesterissa	manchesterissa	manchester_N-INE	manchesteri-sa	1
manipuloitiin	manipuloitiin	manipuloida_V-PS-PAST-PE4	manipuloi-t-i-in	1
manttelinperijöitä	manttelinperijöitä	manteli_N-GEN-periä_V-DVJO-PL-PTV	manteli-n-peri-jö-i-tä	1
marihuanalaatujen	marihuanalaatujen	marihuana_N-latu_N-PL-GEN	marihuana-latu-j-en	1
markkinointimaksun	markkinointimaksun	markinoida_V-DVNTI-maksu_N-GEN	markinoi-nti-maksu-n	1
marsipaanipossuja	marsipaanipossuja	marsipani_N-posu_N-PL-PTV	marsipani-posu-j-a	1
masokismin	masokismin	masokismi_N-GEN	masokismi-n	1
mataluutta	mataluutta	matala_A-DAUS-PTV	matal-ut-ta	1
materiaalivalikoima	materiaalivalikoima	materiali_N-valikoima_N	materiali-valikoima	1
materiaalivaraston	materiaalivaraston	materiali_N-varasto_N-GEN	materiali-varasto-n	1
matkailijayhdistyksen	matkailijayhdistyksen	matkata_V-DVILE-DVJA-yhdistä_V-DVUS-GEN	matka-ili-ja-yhdist-ykse-n	1
matkakulujen	matkakulujen	matka_N-kulu_N-PL-GEN	matka-kulu-j-en	1
matrikkelitoimikunta	matrikkelitoimikunta	matrikeli_N-toimi_N-kunta_N	matrikeli-toimi-kunta	1
mechelininkadulta	mechelininkadulta	mechelininkatu_N-ABL	mechelininkadu-lta	1
mechelininkatua	mechelininkatua	mechelininkatu_N-PTV	mechelininkatu-a	1
mediasotaa	mediasotaa	media_N-sota_N-PTV	media-sota-a	1
mediaspesialisti	mediaspesialisti	media_N-spesialisti_N	media-spesialisti	1
mediatapahtuma	mediatapahtuma	media_N-tapahtuma_N	media-tapahtuma	1
meluhaitta	meluhaitta	melu_N-hai_N-PL-ABE	melu-ha-i-ta	1
menetelmänä	menetelmänä	menetelmä_N-ES	menetelmä-nä	1
menopeliltä	menopeliltä	meno_N-peli_N-ABL	meno-peli-ltä	1
merenkulkuelinkeinon	merenkulkuelinkeinon	meri_N-GEN-kulku_N-elin_N-keino_N	mere-n-kulku-elin-keino	1
meriliikenteessä	meriliikenteessä	meri_N-likene_N-INE	meri-likente-sä	1
meriupseerien	meriupseerien	meri_N-upseri_N-PL-GEN	meri-upser-i-en	1
merkkitietoisuuteen	merkkitietoisuuteen	merki_N-tietoinen_A-DAUS-ILL	merki-tietois-ute-en	1
merkkituotteiden	merkkituotteiden	merki_N-tuote_N-PL-GEN	merki-tuote-i-den	1
messulla	messulla	mesu_N-ADE	mesu-la	1
mestari	mestari	mestari_N	mestari	1
metateoria	metateoria	meta_PFX-teoria_N	meta-teoria	1
metsäkauriin	metsäkauriin	metsä_N-kauris_N-PL-INS	metsä-kauri-i-n	1
metsälautakunnat	metsälautakunnat	metsä_N-lauta_N-kunta_N-PL	metsä-lauta-kuna-t	1
metsämannut	metsämannut	metsä_N-mantu_N-PL	metsä-manu-t	1
metsänhoitomiehet	metsänhoitomiehet	metsä_N-GEN-hoito_N-mies_N-PL	metsä-n-hoito-miehe-t	1
metsäseudulla	metsäseudulla	metsä_N-seutu_N-ADE	metsä-seudu-la	1
mielenterveyspalveluja	mielenterveyspalveluja	mieli_N-GEN-terve_A-DAUS-palvela_V-DVU-PL-PTV	miele-n-terve-ys-palvel-u-j-a	1
mielipidekyselyyn	mielipidekyselyyn	mieli_N-pide-kyselä_V-DVU-ILL	mieli-pide-kysel-y-yn	1
mielipidevangin	mielipidevangin	mieli_N-pide-vanki_N-GEN	mieli-pide-vangi-n	1
miesmäiseksi	miesmäiseksi	mies_N-DNMAINEN-TRA	mies-mäise-ksi	1
miinoitetut	miinoitetut	minoita_V-PSPCP2-PL	minoite-tu-t	1
miinusmerkkisistä	miinusmerkkisistä	minus_ADV-merkinen_A-PL-ELA	minus-merkis-i-stä	1
mikkeihin	mikkeihin	miki_N-PL-ILL	mike-i-hin	1
milligrammaa	milligrammaa	mili_N-grama_N-PTV	mili-grama-a	1
millimetrintarkasti	millimetrintarkasti	mili_N-metri_N-GEN-tarka_A-MAN	mili-metri-n-tarka-sti	1
millimetripaperille	millimetripaperille	mili_N-metri_N-paperi_N-AL	mili-metri-paperi-le	1
minikoossa	minikoossa	mini_A-koko_N-INE	mini-ko-sa	1
minimivaatimusten	minimivaatimusten	minimi_N-vatimus_N-PL-GEN	minimi-vatimus-t-en	1
minipossu	minipossu	mini_A-posu_N	mini-posu	1
minitaantuma	minitaantuma	mini_A-tantuma_N	mini-tantuma	1
minuuttiaikataulua	minuuttiaikataulua	minuti_N-aika_A-taulu_N-PTV	minuti-aika-taulu-a	1
mirjamia	mirjamia	mirjami_N-PTV	mirjami-a	1
mitalisijoista	mitalisijoista	mitali_N-sija_N-PL-ELA	mitali-sijo-i-sta	1
mitalitoivo	mitalitoivo	mitali_N-toivo_N	mitali-toivo	1
mittarihan	mittarihan	mitari_N-hAn_CLI	mitari-han	1
mittarinlukija	mittarinlukija	mitari_N-GEN-lukea_V-DVJA	mitari-n-luki-ja	1
mongolian	mongolian	mongolia_N-GEN	mongolia-n	1
mongoliassa	mongoliassa	mongolia_N-INE	mongolia-sa	1
monikansallisia	monikansallisia	moni_PRON-kansalinen_A-PL-PTV	moni-kansalis-i-a	1
monikulttuuriseen	monikulttuuriseen	moni_PRON-kulturinen_A-ILL	moni-kulturise-en	1
moosekseksi	moosekseksi	moses_N-TRA	mosekse-ksi	1
moosekselle	moosekselle	moses_N-AL	mosekse-le	1
moraalimme	moraalimme	morali_N-1PL	morali-me	1
moralismia	moralismia	moralismi_N-PTV	moralismi-a	1
moralismiin	moralismiin	moralismi_N-ILL	moralismi-in	1
mordvalaista	mordvalaista	mordva_N-laki_N-ELA-mordvalainen_A/N-PTV	mordva-lai-sta-mordvalais-ta	1
mosaiikkilattiat	mosaiikkilattiat	mosaiki_N-latia_N-PL	mosaiki-latia-t	1
mosaiikkitöitä	mosaiikkitöitä	mosaiki_N-työ_N-PL-PTV	mosaiki-tö-i-tä	1
motivoivaksi	motivoivaksi	motivoida_V-PCP1-TRA	motivoi-va-ksi	1
motocrossrataa	motocrossrataa	moto-cros-rata_N-PTV	moto-cros-rata-a	1
mtk:hon	mtk:hon	IL	hon	1
muinaismuistoalueeksi	muinaismuistoalueeksi	muinainen_A-muisto_N-alue_N-TRA	muinais-muisto-alue-ksi	1
muisti	muisti	muista_V-PAST-muisti_N	muist-i-muisti	1
muistonsa	muistonsa	muisto_N-3SGPL_nsA	muisto-nsa	1
mukaanoton	mukaanoton	mukan-ILL-oto_N-GEN-mukan_ADV	muka-an-oto-n-mukan	1
mullistamista	mullistamista	mulista_V-DVMA-PL-ELA	mulista-m-i-sta	1
multimediaesitys	multimediaesitys	multi_PFX-media_N-esitä_V-DVUS	multi-media-esit-ys	1
munapäät	munapäät	muna_N-pä_N-PL	muna-pä-t	1
muodostavasta	muodostavasta	muodosta_V-PCP1-ELA	muodosta-va-sta	1
muotikausille	muotikausille	muoti_N-kausi_N-PL-AL	muoti-kaus-i-le	1
muotoseikoilla	muotoseikoilla	muoto_N-seika_N-PL-ADE	muoto-seiko-i-la	1
muovilaidat	muovilaidat	muovi_N-laita_N-PL	muovi-laida-t	1
murentua	murentua	murentua_V-INF1	murentu-a	1
murtamaan	murtamaan	murta_V-DVMA-ILL	murta-ma-an	1
murtautujia	murtautujia	murtautua_V-DVJA-PL-PTV	murtautu-j-i-a	1
murtovarkautta	murtovarkautta	murto_N-varkaus_N-PTV	murto-varkaut-ta	1
murtumilla	murtumilla	murtua_V-DVMA-PL-ADE-murtuma_N	murtu-m-i-la-murtum	1
murtuvalta	murtuvalta	murtua_V-PCP1-ABL	murtu-va-lta	1
musiikissaan	musiikissaan	musiki_N-INE-3SGPL	musiki-sa-an	1
musiikkielämys	musiikkielämys	musiki_N-elämys_N	musiki-elämys	1
musiikkilajien	musiikkilajien	musiki_N-laji_N-PL-GEN	musiki-laj-i-en	1
musiikkilehdistö	musiikkilehdistö	musiki_N-lehdistö_N	musiki-lehdistö	1
musiikkimajuri	musiikkimajuri	musiki_N-majuri_N	musiki-majuri	1
muslimiperheiden	muslimiperheiden	muslimi_N-perhe_N-PL-GEN	muslimi-perhe-i-den	1
muslimiryhmään	muslimiryhmään	muslimi_N-ryhmä_N-ILL	muslimi-ryhmä-än	1
mutaisella	mutaisella	mutainen_A-ADE	mutaise-la	1
muumioksi	muumioksi	mumio_N-TRA	mumio-ksi	1
muunrotuisia	muunrotuisia	mu_PRON-GEN-rotuinen_A-PL-PTV	mu-n-rotuis-i-a	1
muutoksenhakuasteissa	muutoksenhakuasteissa	mutos_N-GEN-haku_N-aste_N-PL-INE	mutokse-n-haku-aste-i-sa	1
myrkkyonnettomuuksiin	myrkkyonnettomuuksiin	myrky_N-oni_N-DNTON-DAUS-PL-ILL	myrky-one-tom-uks-i-in	1
myrkkysäiliöitä	myrkkysäiliöitä	myrky_N-säiliö_N-PL-PTV	myrky-säiliö-i-tä	1
myrkyttömien	myrkyttömien	myrky_N-DNTON-PL-GEN	myrky-töm-i-en	1
myymälöitään	myymälöitään	mymälä_N-PL-PTV-3SGPL	mymälö-i-tä-än	1
myynnillä	myynnillä	mydä_V-DVNTI-ADE	my-ni-lä	1
myyntiehdoista	myyntiehdoista	mydä_V-DVNTI-ehto_N-PL-ELA	my-nti-ehdo-i-sta	1
