Lemma	SF	Analysis	Segmentation	Freq
koulutettavien	koulutettavien	kouluttaa_V-PSS-PCP1-PL-GEN	koulute-tta-v-i-en	1
koulutettavina	koulutettavina	kouluttaa_V-PSS-PCP1-PL-ESS	koulute-tta-v-i-na	1
koulutovereiltaan	koulutovereiltaan	koulu_N-toveri_N-PL-ABL-3SGPL	koulu-tovere-i-lta-an	1
koulutusavun	koulutusavun	kouluttaa_V-DVUS-apu_N-GEN	koulut-us-avu-n	1
kouristuvat	kouristuvat	kouristaa_V-DVU-PCP1-PL	kourist-u-va-t	1
kovempaan	kovempaan	kova_A-CMP-ILL	kove-mpa-an	1
kovettaa	kovettaa	kovettaa_V-INF1	kovetta-a	1
kristiinankaupungista	kristiinankaupungista	kristiinankaupunki_N-ELA	kristiinankaupungi-sta	1
kroaattijohtajaa	kroaattijohtajaa	kroaatti_N-johtaa_V-DVJA-PTV	kroaatti-johta-ja-a	1
kruunutarjous	kruunutarjous	kruunu_N-tarjous_N	kruunu-tarjous	1
kudosnäytteistä	kudosnäytteistä	kudos_N-näyte_N-PL-ELA	kudos-näytte-i-stä	1
kuivasaarta	kuivasaarta	kuiva_A-saari_N-PTV	kuiva-saar-ta	1
kujanpäälle	kujanpäälle	kuja_N-GEN-pää_N-ALL	kuja-n-pää-lle	1
kuljetusmäärät	kuljetusmäärät	kuljettaa_V-DVUS-määrä_N-PL	kuljet-us-määrä-t	1
kulkeeko	kulkeeko	kulkea_V-SG3-kO_CLI	kulke-e-ko	1
kulkuyhteydestä	kulkuyhteydestä	kulku_N-yhteys_N-ELA	kulku-yhteyde-stä	1
kultamitali	kultamitali	kulta_N-mitali_N	kulta-mitali	1
kultamitaliehdokas	kultamitaliehdokas	kulta_N-mitali_N-ehdokas_N	kulta-mitali-ehdokas	1
kulttuuriharrastus	kulttuuriharrastus	kulttuuri_N-harrastaa_V-DVUS	kulttuuri-harrast-us	1
kulttuuriseltakin	kulttuuriseltakin	kulttuurinen_A-ABL-kin_CLI	kulttuurise-lta-kin	1
kulttuuritajunnassa	kulttuuritajunnassa	kulttuuri_N-tajunta_N-INE	kulttuuri-tajunna-ssa	1
kuluneelle	kuluneelle	kulua_V-PCP2-ALL	kulu-nee-lle	1
kuluttajahintaindeksistä	kuluttajahintaindeksistä	kulua_V-DVTTA-DVJA-hinta_N-indeksi_N-DNINEN-PTV	kulu-tta-ja-hinta-indeks-is-tä	1
kuluttajaliitosta	kuluttajaliitosta	kulua_V-DVTTA-DVJA-liitto_N-ELA	kulu-tta-ja-liito-sta	1
kummasteli	kummasteli	kummastella_V-PAST	kummastel-i	1
kumoutuu	kumoutuu	kumoutua_V-SG3	kumoutu-u	1
kumppanillanne	kumppanillanne	kumppani_N-ADE-2PL	kumppani-lla-nne	1
kunniamaininnasta	kunniamaininnasta	kunnia_N-mainita_V-DVNTA-ELA	kunnia-maini-nna-sta	1
kunnianarvoisalle	kunnianarvoisalle	kunnia_N-GEN-arvoisa_A-ALL	kunnia-n-arvoisa-lle	1
kunniaplakaatteja	kunniaplakaatteja	kunnia_N-plakaatti_N-PL-PTV	kunnia-plakaatte-j-a	1
kuntarajalla	kuntarajalla	kunta_N-raja_N-ADE	kunta-raja-lla	1
kuolla	kuolla	kuolla_V-PSS	kuol-la	1
kuollutkin	kuollutkin	kuolla_V-PSSPCP2-PL-kin_CLI	kuol-lu-t-kin	1
kuoppasi	kuoppasi	kuoppa_N-2SG-kuopata_V-PAST	kuoppa-si-kuoppas-i	1
kuppiin	kuppiin	kuppa_N-PL-ILL-kuppi_N	kupp-i-in-kuppi	1
kurdipakolaisesta	kurdipakolaisesta	kurdi_N-pakolainen_N-ELA	kurdi-pakolaise-sta	1
kuriositeettia	kuriositeettia	kuriositeetti_N-PTV	kuriositeetti-a	1
kurjalisto	kurjalisto	kurjalisto_N	kurjalisto	1
kustannussäästönä	kustannussäästönä	kustantaa_V-DVUS-säästö_N-ESS	kustann-us-säästö-nä	1
kustannusvirkailijana	kustannusvirkailijana	kustantaa_V-DVUS-virkailija_N-ESS	kustann-us-virkailija-na	1
kuuletteko	kuuletteko	kuulla_V-PL2-kO_CLI	kuule-tte-ko	1
kuullulla	kuullulla	kuulla_V-PSSPCP2-ADE	kuul-lu-lla	1
kuuloaistimuksen	kuuloaistimuksen	kuulo_N-aistimus_N-GEN	kuulo-aistimukse-n	1
kuunkiertoon	kuunkiertoon	kuu_N-GEN-kierto_N-ILL	kuu-n-kierto-on	1
kuuntelisi	kuuntelisi	kuunnella_V-COND	kuuntel-isi	1
kuurille	kuurille	kuura_N-PL-ALL-kuuri_N	kuur-i-lle-kuuri	1
kuusinkertaiset	kuusinkertaiset	kuusi_N-PL-INS-kertainen_A-PL	kuus-i-n-kertaise-t	1
kuusituntinen	kuusituntinen	kuusi_N-tuntinen_A/N	kuusi-tuntinen	1
kuvakudoksissa	kuvakudoksissa	kuva_N-kudos_N-PL-INE	kuva-kudoks-i-ssa	1
kuvana	kuvana	kuva_N-ESS	kuva-na	1
kuvistaan	kuvistaan	kuva_N-PL-ELA-3SGPL	kuv-i-sta-an	1
kylmenevässä	kylmenevässä	kylmetä_V-PCP1-INE	kylmene-vä-ssä	1
kylpyhuoneesta	kylpyhuoneesta	kylpy_N-huone_N-ELA	kylpy-huonee-sta	1
kymmenien	kymmenien	kymmenen_NUM-PL-GEN	kymmen-i-en	1
kyproksessa	kyproksessa	kypros_N-INE	kyprokse-ssa	1
kysyisivät	kysyisivät	kysyä_V-COND-PL3	kysy-isi-vät	1
kyyhöttävän	kyyhöttävän	kyyhöttää_V-PCP1-GEN	kyyhöttä-vä-n	1
kyyhöttävää	kyyhöttävää	kyyhöttää_V-PCP1-PTV	kyyhöttä-vä-ä	1
kyyjärveltä	kyyjärveltä	kyy_N-järvi_N-ABL	kyy-järve-ltä	1
kyynpuremapotilaita	kyynpuremapotilaita	kyy_N-GEN-purra_V-DVMA-potilas_N-PL-PTV	kyy-n-pure-ma-potila-i-ta	1
kännykkämies	kännykkämies	kännykkä_N-mies_N	kännykkä-mies	1
kärkiheittäjien	kärkiheittäjien	kärki_N-heittää_V-DVJA-PL-GEN	kärki-heittä-j-i-en	1
käsisäätöä	käsisäätöä	käsi_N-säätö_N-PTV	käsi-säätö-ä	1
käsitettiin	käsitettiin	käsittää_V-PSS-PAST-PE4	käsite-tt-i-in	1
käsityöllisin	käsityöllisin	käsi_N-työ_N-DNLLINEN-PL-INS	käsi-työ-llis-i-n	1
käynnistetäänkö	käynnistetäänkö	käynnistää_V-PSS-PE4-kO_CLI	käynniste-tä-än-kö	1
käyttöautoja	käyttöautoja	käyttö_N-auto_N-PL-PTV	käyttö-auto-j-a	1
käyttövaatteiden	käyttövaatteiden	käyttö_N-vaate_N-PL-GEN	käyttö-vaatte-i-den	1
käytännöllisyyttä	käytännöllisyyttä	käytäntö_N-DNLLINEN-DAUUS-PTV	käytännö-llis-yyt-tä	1
käytönkin	käytönkin	käyttö_N-GEN-kin_CLI	käytö-n-kin	1
käytösrangaistuksen	käytösrangaistuksen	käytös_N-rangaistus_N-GEN	käytös-rangaistukse-n	1
könttäsummalla	könttäsummalla	könttä_N-summa_N-ADE	könttä-summa-lla	1
kööriä	kööriä	kööri_N-PTV	kööri-ä	1
laadunparannuksen	laadunparannuksen	laatu_N-GEN-parata_V-DVNTAA-DVUS	laadu-n-para-nn-ukse	1
laatijaksi	laatijaksi	laatia_V-DVJA-TRA	laati-ja-ksi	1
laboratorioinsinööri	laboratorioinsinööri	laboratorio_N-insinööri_N	laboratorio-insinööri	1
laboratoriokulut	laboratoriokulut	laboratorio_N-kulku_N-PL	laboratorio-kulu-t	1
lahkeitten	lahkeitten	lahje_N-PL-GEN	lahke-i-tten	1
laihempia	laihempia	laiha_A-CMP-PL-PTV	laihe-mp-i-a	1
lainattuihin	lainattuihin	lainata_V-PSSPCP2-PL-ILL	laina-ttu-i-hin	1
lainmuutokset	lainmuutokset	laki_N-PL-INS-muutos_N-PL-laki_N	la-i-n-muutokse-t-lai	1
laiturinnokassa	laiturinnokassa	laituri_N-GEN-nokka_N-INE	laituri-n-noka-ssa	1
laivaväylät	laivaväylät	laiva_N-väylä_N-PL	laiva-väylä-t	1
lajistollista	lajistollista	lajisto_N-DNLLINEN-PTV	lajisto-llis-ta	1
lakkaamattomat	lakkaamattomat	lakata_V-DVMATON-PL	lakkaa-mattoma-t	1
lakkautusuhkaa	lakkautusuhkaa	lakkauttaa_V-DVUS-uhka_N-PTV	lakkaut-us-uhka-a	1
lamakausina	lamakausina	lama_N-kausi_N-PL-ESS	lama-kaus-i-na	1
langetettujen	langetettujen	langettaa_V-PSSPCP2-PL-GEN	langete-ttu-j-en	1
lappeenranta	lappeenranta	lape_N-GEN-ranta_N-lappeenranta_N	lappee-n-ranta-lappeenranta	1
lapsuusmuistot	lapsuusmuistot	lapsuus_N-muisto_N-PL	lapsuus-muisto-t	1
lasitie	lasitie	lasi_N-tie_N	lasi-tie	1
laskijoiden	laskijoiden	laskea_V-DVJA-PL-GEN	laski-jo-i-den	1
laskoksiin	laskoksiin	laskos_N-PL-ILL	laskoks-i-in	1
laskosten	laskosten	laskos_N-PL-GEN	laskos-t-en	1
lastenhuollosta	lastenhuollosta	lapsi_N-PL-GEN-huolto_N-ELA	las-t-en-huollo-sta	1
lastenteatteri	lastenteatteri	lapsi_N-PL-GEN-teatteri_N	las-t-en-teatteri	1
latteat	latteat	lattea_A-PL	lattea-t	1
lattiakaivo	lattiakaivo	lattia_N-kaivo_N	lattia-kaivo	1
lattialämmityksestä	lattialämmityksestä	lattia_N-lämmitä_V-DVTTA-DVUS-ELA	lattia-lämmi-t-ykse-stä	1
latuihin	latuihin	latu_N-PL-ILL	latu-i-hin	1
laude	laude	laude_N	laude	1
laukkaamaan	laukkaamaan	laukata_V-DVMA-ILL	laukkaa-ma-an	1
laulattaako	laulattaako	laulaa_V-DVTTA-INF1-kO_CLI	laula-tta-a-ko	1
lauluhetket	lauluhetket	laulu_N-hetki_N-PL	laulu-hetke-t	1
laulunsanoja	laulunsanoja	laulu_N-GEN-sana_N-PL-PTV	laulu-n-sano-j-a	1
lauteitten	lauteitten	laude_N-PL-GEN	laute-i-tten	1
lehterin	lehterin	lehteri_N-GEN	lehteri-n	1
lehtikeli	lehtikeli	lehti_N-keli_N	lehti-keli	1
leikkausmäärien	leikkausmäärien	leikata_V-DVUS-määri_N-PL-GEN	leikka-us-määr-i-en	1
leikkaussaliin	leikkaussaliin	leikata_V-DVUS-sali_N-ILL	leikka-us-sali-in	1
leikkauttamaan	leikkauttamaan	leikkauttaa_V-DVMA-ILL	leikkautta-ma-an	1
leikkautunut	leikkautunut	leikkauttaa_V-DVU-PCP2	leikkaut-u-nut	1
leirijakoa	leirijakoa	leiri_N-jako_N-PTV	leiri-jako-a	1
leiriydymme	leiriydymme	leiriytyä_V-PL1	leiriydy-mme	1
leniniläinen	leniniläinen	lenin_N-DNLAINEN	lenini-läinen	1
leppoisilla	leppoisilla	leppoisa_A-PL-ADE	leppois-i-lla	1
leppoisuuden	leppoisuuden	leppoisa_A-DAUUS-GEN	leppois-uude-n	1
letkautus	letkautus	letkauttaa_V-DVUS	letkaut-us	1
lettiä	lettiä	letti_N-PTV	letti-ä	1
leukemiatapaukset	leukemiatapaukset	leukemia_N-tavata_V-DVUS-PL	leukemia-tapa-ukse-t	1
leveähartiainen	leveähartiainen	leveä_A-hartiainen_A	leveä-hartiainen	1
levälajistoon	levälajistoon	levä_N-lajisto_N-ILL	levä-lajisto-on	1
liberaalipuolueella	liberaalipuolueella	liberaali_A-puolue_N-ADE	liberaali-puoluee-lla	1
lihallisesta	lihallisesta	liha_N-DNLLINEN-ELA	liha-llise-sta	1
lihotuskuuri	lihotuskuuri	lihoa_V-DVTTA-DVUS-kuuri_N	liho-t-us-kuuri	1
liigavoiton	liigavoiton	liiga_N-voi_N-DNTON	liiga-voi-ton	1
liikenneruuhkassa	liikenneruuhkassa	liikenne_N-ruuhka_N-INE	liikenne-ruuhka-ssa	1
liikenneväylien	liikenneväylien	liikenne_N-väylä_N-PL-GEN	liikenne-väyl-i-en	1
liikuntajohtajaksi	liikuntajohtajaksi	liikkua_V-DVNTA-johtaa_V-DVJA-TRA	liiku-nta-johta-ja-ksi	1
liikuntavammaisille	liikuntavammaisille	liikkua_V-DVNTA-vammainen_A/N-PL-ALL	liiku-nta-vammais-i-lle	1
liikuntavammojen	liikuntavammojen	liikkua_V-DVNTA-vamma_N-PL-GEN	liiku-nta-vammo-j-en	1
liiterille	liiterille	liiteri_N-ALL	liiteri-lle	1
liittoutunut	liittoutunut	liittoutua_V-PCP2	liittoutu-nut	1
liittovaltioiden	liittovaltioiden	liitto_N-valtio_N-PL-GEN	liitto-valtio-i-den	1
likaajana	likaajana	liata_V-DVJA-ESS	likaa-ja-na	1
linjaautoksi	linjaautoksi	linja_N-auto_N-TRA	linja-auto-ksi	1
linssille	linssille	linssi_N-ALL	linssi-lle	1
lintulajistostaan	lintulajistostaan	lintu_N-lajisto_N-ELA-3SGPL	lintu-lajisto-sta-an	1
lipunhinnan	lipunhinnan	lippu_N-GEN-hinta_N	lipu-n-hinna	1
listautuminen	listautuminen	listautua_V-DVMINEN	listautu-minen	1
lisäaineiksi	lisäaineiksi	lisä_N-aine_N-PL-TRA	lisä-aine-i-ksi	1
lisäjuttuja	lisäjuttuja	lisä_N-juttu_N-PL-PTV	lisä-juttu-j-a	1
lisävesiä	lisävesiä	lisä_N-vesi_N-PL-PTV	lisä-ves-i-ä	1
lobotomialeikkaukseen	lobotomialeikkaukseen	lobotomia_N-leikata_V-DVUS-ILL	lobotomia-leikka-ukse-en	1
lohkona	lohkona	lohko_N-ESS	lohko-na	1
loiskis	loiskis	loiskia_V-s_CLI-loiskis	loiski-s-loiskis	1
loiskiva	loiskiva	loiskia_V-PCP1	loiski-va	1
loiskivat	loiskivat	loiskia_V-PCP1-PL	loiski-va-t	1
lokomosta	lokomosta	lokomo_N-ELA	lokomo-sta	1
lomarakennusta	lomarakennusta	loma_N-rakentaa_V-DVUS-PTV	loma-rakenn-us-ta	1
lomituksen	lomituksen	lomittaa_V-DVUS-GEN	lomit-ukse-n	1
lomitustehtäviä	lomitustehtäviä	lomittaa_V-DVUS-tehtävä_N-PL-PTV	lomit-us-tehtäv-i-ä	1
lonkkamurtuman	lonkkamurtuman	lonkka_N-murtuma_N-GEN	lonkka-murtuma-n	1
loppukiireessä	loppukiireessä	loppu_N-kiire_A-INE	loppu-kiiree-ssä	1
lopputuloksissa	lopputuloksissa	loppu_N-tulos_N-PL-INE	loppu-tuloks-i-ssa	1
loukkuun	loukkuun	loukku_N-ILL	loukku-un	1
loukuilla	loukuilla	loukku_N-PL-ADE	louku-i-lla	1
luentotenttejä	luentotenttejä	luento_N-tentti_N-PL-PTV	luento-tentte-j-ä	1
luettavaksi	luettavaksi	lukea_V-PSS-PCP1-TRA-luettaa_V	lue-tta-va-ksi-luetta	1
lukemalta	lukemalta	lukea_V-DVMA-ABL-lukema_N	luke-ma-lta-lukema	1
lukiolaisen	lukiolaisen	lukiolainen_N-GEN	lukiolaise-n	1
lukuiloa	lukuiloa	luku_N-ilo_N-PTV	luku-ilo-a	1
lumikko	lumikko	lumikko_N	lumikko	1
lumikonkatu	lumikonkatu	lumikko_N-GEN-katu_N	lumiko-n-katu	1
luokkakokouksemme	luokkakokouksemme	luokka_N-kokous_N-1PL	luokka-kokoukse-mme	1
luokkataistelu	luokkataistelu	luokka_N-taistella_V-DVU	luokka-taistel-u	1
luomisvoiman	luomisvoiman	luoda_V-DVMINEN-voima_N-GEN	luo-mis-voima-n	1
luonnehdittava	luonnehdittava	luonnehtia_V-PSS-PCP1	luonnehdi-tta-va	1
luonnonominaisuuksien	luonnonominaisuuksien	luonto_N-GEN-ominainen_A-DAUUS-PL-GEN	luonno-n-ominais-uuks-i-en	1
luonnosmainen	luonnosmainen	luonnos_N-DNMAINEN	luonnos-mainen	1
luontotyypin	luontotyypin	luonto_N-tyyppi_N-GEN	luonto-tyypi-n	1
luottotappioille	luottotappioille	luotto_N-tappio_N-PL-ALL	luotto-tappio-i-lle	1
luulevan	luulevan	luulla_V-PCP1-GEN	luule-va-n	1
luutuneita	luutuneita	luutua_V-PCP2-PL-PTV	luutu-ne-i-ta	1
luutunut	luutunut	luutua_V-PCP2	luutu-nut	1
luvattaisiin	luvattaisiin	luvata_V-PSS-COND-PE4	luva-tta-isi-in	1
lyhtypylväissä	lyhtypylväissä	lyhty_N-pylväs_N-PL-INE	lyhty-pylvä-i-ssä	1
lähdeverojen	lähdeverojen	lähde_N-vero_N-PL-GEN	lähde-vero-j-en	1
lähentymisehdoista	lähentymisehdoista	lähentyä_V-DVMINEN-ehto_N-PL-ELA	lähenty-mis-ehdo-i-sta	1
lähestyttävän	lähestyttävän	lähestyä_V-DVTTA-PCP1-GEN	lähesty-ttä-vä-n	1
lähialueitten	lähialueitten	lähialue_N-PL-GEN	lähialue-i-tten	1
lähialueyhteistyövaroin	lähialueyhteistyövaroin	lähialue_N-yhteinen_A-työ_N-vara_N-PL-INS	lähialue-yhteis-työ-varo-i-n	1
lähitaloille	lähitaloille	lähitalo_N-PL-ALL	lähitalo-i-lle	1
lähitaloista	lähitaloista	lähitalo_N-PL-ELA-lähitaloinen_A-PTV	lähitalo-i-sta-lähitalois-ta	1
lämmitin	lämmitin	lämmitä_V-DVTTA-PAST-SG1-lämmitin_N	lämmi-t-i-n-lämmitin	1
lämäämän	lämäämän	lämätä_V-DVMA-GEN	lämää-mä-n	1
lämäämään	lämäämään	lämätä_V-DVMA-ILL	lämää-mä-än	1
länsiafrikassa	länsiafrikassa	länsi_N-afrikka_N-INE	länsi-afrika-ssa	1
länsimäessä	länsimäessä	länsi_N-mäki_N-INE	länsi-mäe-ssä	1
länsisuuntaan	länsisuuntaan	länsi_N-suunta_N-ILL	länsi-suunta-an	1
lääketieteen	lääketieteen	lääke_N-tiede_N-GEN	lääke-tietee-n	1
lääkärihelikopterien	lääkärihelikopterien	lääkäri_N-helikopteri_N-PL-GEN	lääkäri-helikopter-i-en	1
läänikohtaiset	läänikohtaiset	lääni_N-kohtainen_A-PL	lääni-kohtaise-t	1
löytäneensä	löytäneensä	löytää_V-PCP2-3SGPL	löytä-nee-nsä	1
maahantunkeutumista	maahantunkeutumista	maa_N-ILL-tunkeutuminen_N-PTV	maa-han-tunkeutumis-ta	1
maailmanstandardiksi	maailmanstandardiksi	maa_N-ilma_N-GEN-standardi_N-TRA	maa-ilma-n-standardi-ksi	1
maalaako	maalaako	maalata_V-kO_CLI	maalaa-ko	1
maalisvaaleihin	maalisvaaleihin	maalinen_A-vaali_N-PL-ILL	maalis-vaale-i-hin	1
maanantaiiltainen	maanantaiiltainen	maanantai_N-iltainen_A	maanantai-iltainen	1
maanpäällisille	maanpäällisille	maa_N-GEN-pää_N-DNLLINEN-PL-ALL	maa-n-pää-llis-i-lle	1
maanpäällisillä	maanpäällisillä	maa_N-GEN-pää_N-DNLLINEN-PL-ADE	maa-n-pää-llis-i-llä	1
maastamuuttajan	maastamuuttajan	maa_N-ELA-muuttaja_N-GEN	maa-sta-muuttaja-n	1
maatalousopistojen	maatalousopistojen	maa_N-talous_N-opisto_N-PL-GEN	maa-talous-opisto-j-en	1
maataloustyöntekijät	maataloustyöntekijät	maa_N-talous_N-työ_N-GEN-tekijä_N-PL	maa-talous-työ-n-tekijä-t	1
madlehti	madlehti	mad-lehti_N	mad-lehti	1
madonnamaisesti	madonnamaisesti	madonna_N-DNMAINEN-MAN	madonna-maise-sti	1
madonnassa	madonnassa	madonna_N-INE	madonna-ssa	1
maestrolle	maestrolle	maestro_N-ALL	maestro-lle	1
maidontuotantokykyä	maidontuotantokykyä	maito_N-GEN-tuotanto_N-kyky_N-PTV	maido-n-tuotanto-kyky-ä	1
mainostauluilla	mainostauluilla	mainos_N-taulu_N-PL-ADE	mainos-taulu-i-lla	1
maisemakuviin	maisemakuviin	maisema_N-kuva_N-PL-ILL	maisema-kuv-i-in	1
maitojunan	maitojunan	maito_N-juna_N-GEN	maito-juna-n	1
maksunsaantijärjestyksestä	maksunsaantijärjestyksestä	maksu_N-GEN-saada_V-DVNTI-järjestää_V-DVUS-ELA	maksu-n-saa-nti-järjest-ykse-stä	1
maksuosuusremontin	maksuosuusremontin	maksu_N-osuus_N-remontti_N-GEN	maksu-osuus-remonti-n	1
manchesterissa	manchesterissa	manchester_N-INE	manchesteri-ssa	1
manipuloitiin	manipuloitiin	manipuloida_V-PSS-PAST-PE4	manipuloi-t-i-in	1
manttelinperijöitä	manttelinperijöitä	mantteli_N-GEN-periä_V-DVJA-PL-PTV	mantteli-n-peri-jö-i-tä	1
marihuanalaatujen	marihuanalaatujen	marihuana_N-laatu_N-PL-GEN	marihuana-laatu-j-en	1
markkinointimaksun	markkinointimaksun	markkinoida_V-DVNTI-maksu_N-GEN	markkinoi-nti-maksu-n	1
marsipaanipossuja	marsipaanipossuja	marsipaani_N-possu_N-PL-PTV	marsipaani-possu-j-a	1
masokismin	masokismin	masokismi_N-GEN	masokismi-n	1
mataluutta	mataluutta	matala_A-DAUUS-PTV	matal-uut-ta	1
materiaalivalikoima	materiaalivalikoima	materiaali_N-valikoima_N	materiaali-valikoima	1
materiaalivaraston	materiaalivaraston	materiaali_N-varasto_N-GEN	materiaali-varasto-n	1
matkailijayhdistyksen	matkailijayhdistyksen	matkata_V-DVILE-DVJA-yhdistää_V-DVUS-GEN	matka-ili-ja-yhdist-ykse-n	1
matkakulujen	matkakulujen	matka_N-kulu_N-PL-GEN	matka-kulu-j-en	1
matrikkelitoimikunta	matrikkelitoimikunta	matrikkeli_N-toimi_N-kunta_N	matrikkeli-toimi-kunta	1
mechelininkadulta	mechelininkadulta	mechelininkatu_N-ABL	mechelininkadu-lta	1
mechelininkatua	mechelininkatua	mechelininkatu_N-PTV	mechelininkatu-a	1
mediasotaa	mediasotaa	media_N-sota_N-PTV	media-sota-a	1
mediaspesialisti	mediaspesialisti	media_N-spesialisti_N	media-spesialisti	1
mediatapahtuma	mediatapahtuma	media_N-tapahtuma_N	media-tapahtuma	1
meluhaitta	meluhaitta	melu_N-hai_N-PL-ABE	melu-ha-i-tta	1
menetelmänä	menetelmänä	menetelmä_N-ESS	menetelmä-nä	1
menopeliltä	menopeliltä	meno_N-peli_N-ABL	meno-peli-ltä	1
merenkulkuelinkeinon	merenkulkuelinkeinon	meri_N-GEN-kulku_N-elin_N-keino_N	mere-n-kulku-elin-keino	1
meriliikenteessä	meriliikenteessä	meri_N-liikenne_N-INE	meri-liikentee-ssä	1
meriupseerien	meriupseerien	meri_N-upseeri_N-PL-GEN	meri-upseer-i-en	1
merkkitietoisuuteen	merkkitietoisuuteen	merkki_N-tietoinen_A-DAUUS-ILL	merkki-tietois-uute-en	1
merkkituotteiden	merkkituotteiden	merkki_N-tuote_N-PL-GEN	merkki-tuotte-i-den	1
messulla	messulla	messu_N-ADE	messu-lla	1
mestari	mestari	mestari_N	mestari	1
metateoria	metateoria	meta_PFX-teoria_N	meta-teoria	1
metsäkauriin	metsäkauriin	metsä_N-kauris_N-PL-INS	metsä-kauri-i-n	1
metsälautakunnat	metsälautakunnat	metsä_N-lauta_N-kunta_N-PL	metsä-lauta-kunna-t	1
metsämannut	metsämannut	metsä_N-mantu_N-PL	metsä-mannu-t	1
metsänhoitomiehet	metsänhoitomiehet	metsä_N-GEN-hoito_N-mies_N-PL	metsä-n-hoito-miehe-t	1
metsäseudulla	metsäseudulla	metsä_N-seutu_N-ADE	metsä-seudu-lla	1
mielenterveyspalveluja	mielenterveyspalveluja	mieli_N-GEN-terve_A-DAUS-palvella_V-DVU-PL-PTV	miele-n-terve-ys-palvel-u-j-a	1
mielipidekyselyyn	mielipidekyselyyn	mieli_N-pide-kysellä_V-DVU-ILL	mieli-pide-kysel-y-yn	1
mielipidevangin	mielipidevangin	mieli_N-pide-vanki_N-GEN	mieli-pide-vangi-n	1
miesmäiseksi	miesmäiseksi	mies_N-DNMAINEN-TRA	mies-mäise-ksi	1
miinoitetut	miinoitetut	miinoittaa_V-PSSPCP2-PL	miinoite-tu-t	1
miinusmerkkisistä	miinusmerkkisistä	miinus_ADV-merkkinen_A-PL-ELA	miinus-merkkis-i-stä	1
mikkeihin	mikkeihin	mikki_N-PL-ILL	mikke-i-hin	1
milligrammaa	milligrammaa	milli_N-gramma_N-PTV	milli-gramma-a	1
millimetrintarkasti	millimetrintarkasti	milli_N-metri_N-GEN-tarkka_A-MAN	milli-metri-n-tarka-sti	1
millimetripaperille	millimetripaperille	milli_N-metri_N-paperi_N-ALL	milli-metri-paperi-lle	1
minikoossa	minikoossa	mini_A-koko_N-INE	mini-koo-ssa	1
minimivaatimusten	minimivaatimusten	minimi_N-vaatimus_N-PL-GEN	minimi-vaatimus-t-en	1
minipossu	minipossu	mini_A-possu_N	mini-possu	1
minitaantuma	minitaantuma	mini_A-taantuma_N	mini-taantuma	1
minuuttiaikataulua	minuuttiaikataulua	minuutti_N-aika_A-taulu_N-PTV	minuutti-aika-taulu-a	1
mirjamia	mirjamia	mirjami_N-PTV	mirjami-a	1
mitalisijoista	mitalisijoista	mitali_N-sija_N-PL-ELA	mitali-sijo-i-sta	1
mitalitoivo	mitalitoivo	mitali_N-toivo_N	mitali-toivo	1
mittarihan	mittarihan	mittari_N-hAn_CLI	mittari-han	1
mittarinlukija	mittarinlukija	mittari_N-GEN-lukea_V-DVJA	mittari-n-luki-ja	1
mongolian	mongolian	mongolia_N-GEN	mongolia-n	1
mongoliassa	mongoliassa	mongolia_N-INE	mongolia-ssa	1
monikansallisia	monikansallisia	moni_PRON-kansallinen_A-PL-PTV	moni-kansallis-i-a	1
monikulttuuriseen	monikulttuuriseen	moni_PRON-kulttuurinen_A-ILL	moni-kulttuurise-en	1
moosekseksi	moosekseksi	mooses_N-TRA	moosekse-ksi	1
moosekselle	moosekselle	mooses_N-ALL	moosekse-lle	1
moraalimme	moraalimme	moraali_N-1PL	moraali-mme	1
moralismia	moralismia	moralismi_N-PTV	moralismi-a	1
moralismiin	moralismiin	moralismi_N-ILL	moralismi-in	1
mordvalaista	mordvalaista	mordva_N-laki_N-ELA-mordvalainen_A/N-PTV	mordva-lai-sta-mordvalais-ta	1
mosaiikkilattiat	mosaiikkilattiat	mosaiikki_N-lattia_N-PL	mosaiikki-lattia-t	1
mosaiikkitöitä	mosaiikkitöitä	mosaiikki_N-työ_N-PL-PTV	mosaiikki-tö-i-tä	1
motivoivaksi	motivoivaksi	motivoida_V-PCP1-TRA	motivoi-va-ksi	1
motocrossrataa	motocrossrataa	moto-cross-rata_N-PTV	moto-cross-rata-a	1
mtk:hon	mtk:hon	ILL	hon	1
muinaismuistoalueeksi	muinaismuistoalueeksi	muinainen_A-muisto_N-alue_N-TRA	muinais-muisto-aluee-ksi	1
muisti	muisti	muistaa_V-PAST-muisti_N	muist-i-muisti	1
muistonsa	muistonsa	muisto_N-3SGPL	muisto-nsa	1
mukaanoton	mukaanoton	mukaan-ILL-otto_N-GEN-mukaan_ADV	muka-an-oto-n-mukaan	1
mullistamista	mullistamista	mullistaa_V-DVMA-PL-ELA	mullista-m-i-sta	1
multimediaesitys	multimediaesitys	multi_PFX-media_N-esittää_V-DVUS	multi-media-esit-ys	1
munapäät	munapäät	muna_N-pää_N-PL	muna-pää-t	1
muodostavasta	muodostavasta	muodostaa_V-PCP1-ELA	muodosta-va-sta	1
muotikausille	muotikausille	muoti_N-kausi_N-PL-ALL	muoti-kaus-i-lle	1
muotoseikoilla	muotoseikoilla	muoto_N-seikka_N-PL-ADE	muoto-seiko-i-lla	1
muovilaidat	muovilaidat	muovi_N-laita_N-PL	muovi-laida-t	1
