Word	Frequency
Güneşin	2
getirdiği	2
tapanca	2
demiycektin	1
tabance	1
demiyecektin	1
tırman	2
tırmandın	1
kırılıcağa	1
Slobine	1
çıkarmıyordun	2
çıkarabilirsin	1
gittiğini	1
söyliyecekmisin	2
teybin	2
tekerleği	2
kapattı	1
ıste	1
çıkarttım	1
bakmış	1
arıyorsun	5
kabın	1
kapağın	1
kapatıyım	1
kaldırdık	1
koyıyım	1
inerken	2
Bismillah	1
çarpayımmı	1
çarptığı	1
çarptıgı	1
okyabilirmisin	1
çarpar	1
çarparsam	1
bam	1
ayaklan	1
basarsan	1
yatağın	6
olmasaydı	5
uyurdun	5
hastaydın	1
içmeseydin	2
olurdu	4
ağlıycam	2
ağlıyımmı	2
çevireyim	1
pantolonlarını	2
yıkamasaydı	2
giyerdin	7
yersen	1
Pijaman	1
kaldırıyorsun	1
ayır	3
diğilmi	1
kapamazsa	2
çekilmezsem	8
ağbinlen	4
Taunuşu	1
Taunuşunlan	1
elindekilerlen	1
sokuyorsun	1
istemesinler	1
koşuyormusun	12
oyuncağım	1
bırakamam	1
kiminlen	3
bırakmıyacağım	1
süpürürmü	1
temizlermi	1
silermi	1
siler	1
bozuyorum	2
baka	1
kırmıyorum	2
kaldıracam	1
çaldırdın	1
Nuran	1
Tahlip	1
Fenerde	1
kırılmıyormu	1
kızmıyormu	1
kalıyorlar	1
eden	1
pahalıymış	1
paraylan	1
gösterecekmisin	1
kazağa	1
ördü	4
giydinmi	1
Melahata	1
tabancaları	1
patlıyormu	1
yanarmı	2
kesermi	2
uzunmuş	1
kılıcın	1
bunlarlan	2
Musanın	1
yediler	1
benziyormuydu	1
atıyorlar	1
içse	1
bisküvitlerini	1
Yalcınla	1
yemeğimizi	1
bitirelim	1
konuşuyoruz	1
ediyoruz	1
Yalçınla	1
cıkıyormusunuz	1
sallanıyorsunuz	1
aşagıdaki	1
oynu	1
Marmaris	1
Marmarişte	2
yüzdünmü	1
yüzdüm	2
girdim	1
içmesini	1
tuttumu	1
Aysel	1
ölçerim	1
ölçücez	1
boyunu	1
bebğin	1
yapmayacakmısın	1
yapamazsın	1
deyince	1
yapmıyormusun	1
Volswageni	1
oynuyacağız	5
gidecem	2
gitmem	1
dolduruyorsun	1
boşalt	1
uyumuycakmısın	1
toplayım	1
gelirse	1
giydireyim	1
çamaşırlarımla	1
çıkarttın	1
üstlerini	1
yıkayabiliormusun	1
soyuyorsun	1
bahsediyorduk	1
sevdi	1
içsin	2
içir	1
susamışmı	1
veriyormusun	3
tokum	1
etmişim	1
karnım	1
yiyebilirsin	1
yatmayacakmısın	1
yatmıyacaksın	1
yüzdüğünü	1
konuşta	1
ısırırmısın	1
ısırırsın	1
kapanıyor	1
kapatamazsınki	1
kaçmış	1
Beyza	2
ısırmaz	1
vermiyor	3
gelmeyecem	1
Zeynep	5
tutarmı	1
biryere	2
yazsana	1
şurasını	1
kapayım	1
çıkarmıyorsunki	1
konuşsan	1
anlatsan	1
söylede	1
güzelcene	1
gittiysen	1
sinemayı	1
lunaparkta	1
yapıyorlarmı	1
gitiinmi	1
biryer	1
bahçesini	1
beyenmiyorsun	1
kaldırayımda	1
Cocuk	1
küregin	1
kaldırıyorlarmı	1
kaldırıyorlar	1
kızıyor	1
oynayamıyor	1
çunkü	1
salıncağa	1
salıncağın	1
oturacağı	1
alldırıyorlar	1
salıncağı	1
sallanıyorsun	1
yapıyım	1
getiriyormu	2
çıkarıyormusun	1
çıkarılır	1
suyla	1
ıslatırsın	1
doldurursun	1
kovaların	1
çevirirsin	1
girmiyormusun	1
Kumburgaz	2
güzeldir	1
Kumburgaza	1
bindinizde	1
bindiniz	2
sıkıldınmi	1
Fundaylan	1
Küçüksuya	1
vapurla	1
yüzdük	2
geldik	3
Kumburgazdaki	1
dayının	1
ötekisi	1
Aykutla	1
Ayfer	1
hastaydı	1
iyileştimi	1
gittimi	4
Fuat	5
Ağalday	1
gelmesin	1
sevmiyor	1
konuşabiliyormu	1
konuşuyor	2
abdik	1
asalım	1
getirdiler	1
patikler	1
patik	1
bebekmisin	1
koparttı	1
kopartınca	1
sardım	1
yapışkanı	4
yapıştıracaz	1
yapışmadı	1
sürünce	1
oynasınlarmı	1
koşsunlar	2
tutuşup	1
koşabilirler	1
gidebilirler	1
koşa	4
koştular	1
Soray	1
artistlerden	1
artist	1
erkeklerle	1
diyorlar	2
adına	1
tutuyorsun	1
Fenerbahçeliyim	1
takımdan	2
soralım	2
Galatasaraylıymış	1
takımdansınız	1
Zeynepe	1
soruyum	2
kitabın	1
elbiseni	1
kazakçı	1
gideli	1
yatıyoruz	1
süslüyormu	2
kirpiklerini	1
buradayken	1
gezmeyemi	1
konuşursan	1
kirlendiği	1
gelmiyecek	1
çalacam	1
bitirelimde	1
dağıtmadan	1
gitmez	3
boncuklara	1
dağılıyor	1
alırsınız	1
çıkamıyorumki	1
çıkıyormu	2
görmiyeli	2
geldinmi	1
hastalanmadın	1
acıttı	1
Han	2
öldürdü	2
yatar	3
cıkardın	1
bardakla	1
Derya	1
yıkanır	2
duracak	2
bağlamadım	1
giydi	1
sincaba	1
koştursana	1
birşeyimiz	1
Füsuncuğum	5
girmedi	1
etekliğini	1
beğendim	2
ütülesene	1
ütülermisin	1
atılmaz	1
ütüle	2
Füsun	3
bacağina	1
ütule	1
çalıştırma	1
çalıştıralım	1
koşturabilirmisin	1
atla	2
isterim	1
okunuyor	1
binebilirler	1
insin	1
koştursun	1
gitsinlermi	1
içecekmiş	1
yıkandılarmı	1
kurusunlar	1
kıvır	1
kıvırabilirmiyim	1
kedisiymiş	1
annler	1
susamış	1
fincani	1
içemez	1
kullansın	1
konsun	2
kondu	1
giydiriyim	1
şapkayı	1
dışardan	2
uluyor	1
ısırsınmı	3
çağırsak	1
baksın	2
aldımı	1
düzelteyimmi	2
yüzebilirmi	1
alıyormusunuz	1
yapmaz	1
Kumbur	1
Kazağı	1
Kazağında	1
kestin	2
şişireceksin	1
okadar	1
korkmadımı	1
korkmadı	1
yaaa	1
felan	2
yapmıyacan	1
doğrusunu	2
kelemlen	2
uuuh	1
alınmazmı	1
zamanken	1
ütulüyor	1
götürmuşlerdi	1
mıydi	1
kaldırabilirmisin	1
çalışsın	1
Uğur	1
Cemile	4
yanındaki	1
yanındakinin	1
patiklerine	1
alalı	1
kulağında	1
yüzüğünü	1
görebilirmiyim	2
Serap	1
sevdim	1
ağladın	1
yapmışsın	1
yemesini	1
sevdiğin	1
coca	1
cola	1
pişirdim	1
sıktınmı	1
bebeklerinlen	1
koşmazlarmı	1
yürürler	1
örmüş	1
ablaylan	1
Tayfuna	1
Tayfunu	1
Tayfunlan	1
oynadınmı	4
etmiyorum	1
gittiğin	1
oyuncağından	1
geçiyormu	1
bindinmi	5
buluyum	1
Füsuncum	2
evini	1
oturuyorsun	3
uyuyorum	1
yaşar	3
Güney	1
Amerikada	1
Perüda	1
İstanbulda	2
içmezler	2
ölürler	1
yakalarlar	1
boyamışsın	1
boyadın	1
serdim	2
masaymış	1
yiyeceklermiş	1
uyuyorlar	5
devrildiler	1
uyurken	1
ısırmış	3
sarıyorum	1
yürüyebiliyorlar	1
yüzsünmü	1
naıl	2
tabağın	1
yüzgeç	1
çiziyor	1
Leventcim	1
fincana	1
Levent	13
Yalovaya	2
yıkandınmı	2
yıkandın	1
öğretmenine	1
dinliyor	1
giydiniz	2
karıştırdık	1
salıncakları	2
Yalovadan	1
şişmanladın	2
poaça	2
yemişsindir	1
mercedes	1
beğendinmi	1
aldırma	1
cocuklar	1
sıvaşıyormu	2
dişarıya	1
özlüyormusun	2
enişteni	1
topunla	1
vermiştim	1
halana	1
eniştene	1
Akbank	3
turkçeye	1
benzedi	1
mercedesi	1
şeyini	3
sein	1
pişirmiyormu	2
saysana	2
şarki	1
saklarsın	1
Tancım	2
desene	1
getirdiklerini	1
açsana	1
kapağını	2
gülsün	1
cıkarıyım	2
nerdesin	1
Tan	12
bulamaz	1
karsıda	1
yapılıyor	1
oynat	1
cöcuklar	1
oynatırım	1
oynatıyorum	1
uyudunmu	2
uyudun	4
oturdun	1
bozdu	1
uyudu	1
süslendimi	1
süslendi	1
adida	1
süpürdümü	1
okuyacakmı	1
okuyacak	1
çıkıyorlar	1
babaanen	1
yanıyormu	1
yakmıyor	1
kapıcı	1
Mustafayla	1
kokolar	1
Nane	1
did	1
leg	1
hurt	1
bezlemi	1
yapıcakmısın	1
were	1
gping	1
oturduğun	2
örtmüyormusun	1
düştümü	1
saklıyormusun	1
arasın	2
saklandı	1
arayacak	1
aramayacak	1
Mıstık	2
söylüyeceğim	1
anlatalım	1
gitmişlerdi	2
geldiği	1
vuruyorlar	1
çıkaracaksın	1
uyusun	1
soracam	1
dünkü	1
uçağin	1
Mustafa	10
dönmüyormu	1
bozulmuş	2
uyurmusun	1
penceresinden	1
yoktu	1
Mıstik	1
bekcı	1
Hasan	1
götürüyormu	2
götürmüyormu	1
koparma	1
kırarsın	1
koparırsan	1
bozarım	1
kopartmak	1
götürsünmü	1
Kezban	5
dinlemiyorsun	1
çalmıştı	1
lay	7
çaldı	1
bindilermi	1
Mustafacım	1
oyuncağın	1
çalayım	1
dşarıya	1
çiktınmı	1
koştün	1
koştunuz	2
taşla	1
amcayla	1
inekle	1
çıkarıyormu	1
kuyruğunu	1
nee	2
oynuyalımmı	1
çalabiliyormusun	1
çalmıyorsun	1
örtüsüne	1
gülün	1
ortasında	2
düşünürüz	1
bisikletini	2
getirecem	1
iyimiydi	1
sıcakmıydı	1
biniyormusun	1
verirmisiniz	1
anlatmadın	1
yolluyor	1
tarafına	1
topunlan	1
kalemsiiz	1
yapacaaksın	1
Mercedes	1
okuduğunu	1
gotürüyor	1
baktılarmı	1
Barboroşa	1
uğrıyalım	1
biliyormmusun	1
söylüyorum	1
içtim	1
sıkıyormu	1
çıkarttık	1
giriyormu	1
oynasın	2
içersine	2
dönmüşmüydü	1
dönmüştür	1
koştu	1
Müge	2
koştunuzmu	1
Mügeylen	2
Mügeyle	1
oynamıyormusun	3
çocukla	1
çekicini	1
Migros	1
göstermedin	1
masalcı	1
duysun	1
yavrusunu	1
gidiyorlarmıs	1
varmıymış	3
otobüsüymüş	1
oturuyormuş	3
bırakmışmı	1
sevmiyormu	1
kalacaksın	1
kalacan	1
ellerinlen	1
ayağınlan	1
futbbol	1
gösterdi	2
düzeldimi	1
Cayan	1
bıraktı	1
verebilirim	1
bulabiliyormusunuz	1
süpürgeylen	1
bozulmuştu	1
ettik	1
vermeyeceğim	1
aletlerini	1
götürmedimi	1
balığımı	2
balığım	1
bakın	1
ısırırmış	1
ısırırsınız	1
anlatırmısınız	1
mikrofonlan	1
giremezsinki	1
girebilirmisin	1
mikrofonla	1
kezban	1
sesle	3
hadisi	1
yürümez	1
gösterimmi	1
pantolonun	3
çekmecesinde	3
dolabın	1
Cok	1
saatle	1
açılmıyor	3
kaldırırım	1
söyliyeyimmi	1
benle	1
takayımmı	1
takılıyor	1
takabilirmisin	1
siliyor	2
ıh	2
karşında	1
kollarına	1
girerse	1
almayacağım	1
kırılmadımı	1
oynatacam	1
kardeşlere	1
boynumda	1
boncuklardan	1
dondurmacıyı	1
dondurmacı	1
dondurmayı	2
bakarlar	1
çalındı	1
dediğimi	1
etc	1
değıl	1
koyalim	1
söktün	1
takabiliyormusun	1
girer	2
edeyim	1
ettim	1
Alper	9
kayıpmı	1
düşmemiş	1
beğenmedim	1
bozuluyor	2
tıktığın	1
koymuşsun	1
üstündekimi	1
kuşaği	1
çıkmazki	1
edecekler	1
day	1
kimseylen	1
Fatoşlan	1
görmesekte	1
fırınlan	1
bardağınıda	1
dişarıda	1
komşularmı	1
dışarıgidiyormusun	1
dışarıgitmeyi	1
oturuyormusun	1
olmasın	1
resimmi	1
şurasına	1
koyacam	1
benım	2
yanar	1
yersem	1
yiyimmi	1
peh	1
birşeysi	2
parmağın	1
çaliş	1
yapta	1
atmadınmı	1
çaldımı	1
yapacaksan	1
resmiymiş	1
Zuhale	1
Zuhalle	1
Nihali	1
oğlen	1
uykusuna	1
yüzünu	1
söylüyormu	1
yiyormuş	2
yemedin	1
yokki	1
dairesine	1
buluştuk	1
bitir	1
götürecekmi	1
tanesini	1
tiniz	1
yoktun	1
diktirdi	1
dikyi	1
elbisesini	1
götürdünde	1
girebilirmi	1
gelemedin	1
Hacı	1
gelmişti	1
kalmadımı	1
Tarkanlar	1
şeysi	1
dışarida	1
üşüyormusun	1
Osmanlan	1
Pirayeciğim	1
olsaydı	1
oynayacaktı	1
kızlarla	1
Işılla	3
karşıki	1
çayımız	1
etmiyormu	1
yünden	1
boyanacakmı	1
boyandı	1
diyordum	1
süslenmiyormu	1
çalışmıyormu	1
kediden	1
tırmalasın	2
tırnağı	1
erikle	1
yokmuymuş	1
vermemişmi	1
Fundanın	4
veremeyiz	1
Fundaya	1
istermi	1
isterlerse	1
söylerler	1
istediklerini	1
annelerine	1
söyleyebilirlermi	1
kedilerin	2
yürümüyormu	1
kalkacakta	1
eee	1
kurtlardan	1
Gülhane	1
Parkında	1
korkmuyor	1
halalara	1
oltalar	1
uyumaz	1
durdukları	1
uyuyordu	1
kopmus	1
Boncuk	1
oynanır	2
yatırıyorsun	1
versem	1
aldılar	1
yaşındaydın	1
sürer	1
dudaklarına	1
sürermi	1
tarar	1
süpürürüz	1
okşadı	1
kokladı	1
çimdikledi	1
yalasın	1
kepçeyle	1
yıkarsın	1
yedirirdik	1
kemiği	1
yerdi	1
yatıcan	1
hyvanları	1
oynarlarmı	1
kurta	1
işırır	1
uzunmu	1
Ayşegülü	2
Sibel	1
açıyım	1
bırakacaz	1
alamazsın	1
getirdim	1
edersen	1
yesinmi	1
teybim	1
mikrafon	3
çalıyım	1
çalınmaz	1
konuşuyorsun	3
mikrafonun	1
doluyor	1
bastırma	1
açılmazki	1
Arif	2
atamıyorum	1
bekliyor	1
mikrafonu	1
diyormu	1
açmayacağım	1
oyuncaklarınla	1
bunlari	1
otursunlarmı	1
istiyormuymuş	1
Zehra	1
kaysın	1
kayacak	2
oturduğu	1
yatarmı	1
yatağını	1
yatsınlar	1
giyiorlar	1
Fevzi	1
pişirirmi	1
ocağın	1
koyuyormu	1
ütülermi	1
elbbiselerini	1
süslüyor	1
alıyım	1
sağdınmı	1
çıkartmak	1
yatırdın	1
karıştırma	1
yatıyoorsunuz	1
bağırıyormusun	1
değilmiyim	2
veriorum	1
giderim	1
üşüyecekler	1
alırsan	1
beyeniormusun	1
pijamaları	1
yatarken	1
giyiyormu	1
Alpe	1
alsana	1
jipini	1
oynuyalım	1
kanadımı	1
Kubilay	2
Kubilaya	1
unutmadın	1
atıyorsunuz	1
koşmaca	1
oynarken	1
almıştı	1
abinin	1
pisikleti	1
pisikletle	1
gezeceksin	1
kurtu	1
gördünüz	1
seyrediyordu	1
açarlar	1
yo	1
yakınmı	1
gidecenmi	1
inekten	1
sağılırmı	1
batırıyor	2
batırıyormusun	1
midir	1
temizlenir	1
kullanırlarmı	1
sabunu	1
yıkayabiliyorlarmı	1
kedilerle	1
edermi	1
aslanlarla	1
dövüyorlarmı	1
kahvaltıda	1
köpeklere	2
ağbinden	1
tanıyorsun	1
kitabında	1
görde	1
hatırlarsın	1
solucan	2
civ	2
sebebi	1
tuttu	1
hakkında	1
tırmalarlarmı	1
pişiriyorsun	2
pişirirsin	2
pişirmiştik	2
uçarken	1
yediriyorsun	1
biliormusun	1
kuşunu	1
Bop	1
koyuna	1
filimleri	1
yolunda	1
neredeler	1
içerdekiler	1
Pelinciğim	3
kazarlar	1
kazıyorlar	1
getirecekmisin	1
getirecen	1
geçiriyorsunuz	1
hazırlandınız	1
yakalaıyacak	1
boğazından	1
atacak	1
açmamış	1
Enginle	1
Enginin	1
Pelinin	1
yapıyyorsun	1
yastığın	1
duvardakileri	1
kapıyayım	1
Saimeyi	1
doyuruyorsun	1
tavuklarını	1
ağlıyan	1
Pelini	1
kızsın	1
Engin	2
Engini	1
yatmıyor	1
Saie	1
ai	2
iaa	1
incitmez	1
binersin	1
gidiyorduk	1
